sku,order_date,product_title,units_sold,revenue,num_orders,avg_price,day_of_week,day_of_month,week_of_year,month,quarter,year,is_weekend,is_friday,is_month_end,is_holiday_season,is_eid_fitr_window,is_eid_adha_window,is_eid_season,is_peak_season,lag_1d,lag_3d,lag_7d,lag_14d,lag_21d,lag_30d,rolling_mean_7d,rolling_std_7d,rolling_mean_14d,rolling_std_14d,rolling_mean_30d,rolling_std_30d,rolling_mean_60d,rolling_std_60d,rolling_mean_90d,rolling_std_90d,sku_mean_demand,sku_std_demand,sku_demand_cv,trend_7_vs_30,cumulative_units,sku_x_eid,sku_x_holiday,sku_x_peak,sku_x_weekend,demand_x_lag,product_type,price,current_stock,product_type_code,price_tier
LDS-001,2023-05-13,Linen Duvet Set,12,1079.88,1,89.99,5,13,19,5,2,2023,1,0,0,0,0,0,0,0,15.0,13.0,9.0,18.0,66.0,42.0,10.428571428571429,3.9096949095445512,10.785714285714286,4.317737502773596,29.333333333333332,26.337770614073264,25.766666666666666,24.647595314802203,19.5,22.095426340501774,16.862351868732908,18.50587338044752,1.0974662698208428,0.35551935931969897,8177,0.0,0.0,0.0,16.862351868732908,156.42857142857144,Bedding,89.99,148,0,2.0
LDS-001,2023-05-14,Linen Duvet Set,13,1169.87,1,89.99,6,14,19,5,2,2023,1,0,0,0,0,0,0,0,12.0,6.0,15.0,15.0,74.0,76.0,10.857142857142858,3.891382420536614,10.357142857142858,3.8150943703852813,28.333333333333332,26.409681262139777,25.75,24.656710847769375,19.57777777777778,22.056096906220272,16.862351868732908,18.50587338044752,1.0974662698208428,0.383193142066286,8190,0.0,0.0,0.0,16.862351868732908,130.28571428571428,Bedding,89.99,148,0,2.0
LDS-001,2023-05-15,Linen Duvet Set,8,719.92,1,89.99,0,15,20,5,2,2023,0,0,0,0,0,0,0,0,13.0,15.0,9.0,5.0,4.0,73.0,10.571428571428571,3.598941643370344,10.214285714285714,3.662251754329339,26.233333333333334,24.953312727811404,25.816666666666666,24.616028722287776,19.677777777777777,22.005018721619546,16.862351868732908,18.50587338044752,1.0974662698208428,0.40297679320180324,8198,0.0,0.0,0.0,0.0,137.42857142857142,Bedding,89.99,148,0,2.0
LDS-001,2023-05-16,Linen Duvet Set,6,539.94,1,89.99,1,16,20,5,2,2023,0,0,0,0,0,0,0,0,8.0,12.0,6.0,9.0,9.0,79.0,10.428571428571429,3.6903993847620224,10.428571428571429,3.4129681581216174,24.066666666666666,23.53417666425508,25.816666666666666,24.616028722287776,19.733333333333334,21.968721380661275,16.862351868732908,18.50587338044752,1.0974662698208428,0.43331996241157084,8204,0.0,0.0,0.0,0.0,83.42857142857143,Bedding,89.99,148,0,2.0
LDS-001,2023-05-17,Linen Duvet Set,8,719.92,1,89.99,2,17,20,5,2,2023,0,0,0,0,0,0,0,0,6.0,13.0,13.0,5.0,12.0,45.0,10.428571428571429,3.6903993847620224,10.214285714285714,3.5986871843145605,21.633333333333333,21.329085424777873,25.666666666666668,24.710298866191337,19.72222222222222,21.97548571782504,16.862351868732908,18.50587338044752,1.0974662698208428,0.4820600897366964,8212,0.0,0.0,0.0,0.0,62.57142857142857,Bedding,89.99,148,0,2.0
LDS-001,2023-05-18,Linen Duvet Set,11,989.89,1,89.99,3,18,20,5,2,2023,0,0,0,0,0,0,0,0,8.0,8.0,6.0,13.0,15.0,44.0,9.714285714285714,3.5923198500086633,10.428571428571429,3.3446693688335776,20.4,20.998522115484302,25.666666666666668,24.710298866191337,19.788888888888888,21.930172352850263,16.862351868732908,18.50587338044752,1.0974662698208428,0.4761902427638866,8223,0.0,0.0,0.0,0.0,77.71428571428571,Bedding,89.99,148,0,2.0
LDS-001,2023-05-19,Linen Duvet Set,10,899.9,1,89.99,4,19,20,5,2,2023,1,1,0,0,0,0,0,0,11.0,6.0,15.0,13.0,21.0,49.0,10.428571428571429,3.207134902949762,10.285714285714286,3.268228676411596,19.3,20.579785863970912,25.683333333333334,24.699887920329434,19.81111111111111,21.920127964670186,16.862351868732908,18.50587338044752,1.0974662698208428,0.540340208557997,8233,0.0,0.0,0.0,16.862351868732908,114.71428571428572,Bedding,89.99,148,0,2.0
LDS-001,2023-05-20,Linen Duvet Set,8,719.92,1,89.99,5,20,20,5,2,2023,1,0,0,0,0,0,0,0,10.0,8.0,12.0,9.0,18.0,42.0,9.714285714285714,2.497617912751988,10.071428571428571,3.173551413074787,18.0,19.858117423013876,25.616666666666667,24.73732626486668,19.88888888888889,21.872174331499735,16.862351868732908,18.50587338044752,1.0974662698208428,0.539682239859073,8241,0.0,0.0,0.0,16.862351868732908,97.14285714285714,Bedding,89.99,148,0,2.0
LDS-001,2023-05-21,Linen Duvet Set,12,1079.88,1,89.99,6,21,20,5,2,2023,1,0,0,0,0,0,0,0,8.0,11.0,13.0,15.0,15.0,78.0,9.142857142857142,2.3401261667258213,10.0,3.2105595007245564,16.866666666666667,19.40624381096391,25.533333333333335,24.788916787149567,19.855555555555554,21.888153437963776,16.862351868732908,18.50587338044752,1.0974662698208428,0.5420663076399643,8253,0.0,0.0,0.0,16.862351868732908,73.14285714285714,Bedding,89.99,148,0,2.0
LDS-001,2023-05-22,Linen Duvet Set,11,989.89,1,89.99,0,22,21,5,2,2023,0,0,0,0,0,0,0,0,12.0,10.0,8.0,9.0,5.0,66.0,9.0,2.0816659994671953,9.785714285714286,2.939873661036736,14.666666666666666,15.605775529753648,25.65,24.706977673578603,19.955555555555556,21.830764351249833,16.862351868732908,18.50587338044752,1.0974662698208428,0.6136359452482192,8264,0.0,0.0,0.0,0.0,108.0,Bedding,89.99,148,0,2.0
LDS-001,2023-05-23,Linen Duvet Set,7,629.93,1,89.99,1,23,21,5,2,2023,0,0,0,0,0,0,0,0,11.0,8.0,6.0,6.0,9.0,74.0,9.428571428571429,2.1491969707432603,9.928571428571429,2.947340018866773,12.833333333333334,12.233597980162259,25.75,24.634016029927224,20.011111111111113,21.80119285698642,16.862351868732908,18.50587338044752,1.0974662698208428,0.7346933050627308,8271,0.0,0.0,0.0,0.0,103.71428571428572,Bedding,89.99,148,0,2.0
LDS-001,2023-05-24,Linen Duvet Set,8,719.92,1,89.99,2,24,21,5,2,2023,0,0,0,0,0,0,0,0,7.0,12.0,8.0,13.0,5.0,4.0,9.571428571428571,1.9023794624238337,10.0,2.855494029734007,10.6,4.081919764708436,25.583333333333332,24.727869178809026,20.066666666666666,21.761113652929865,16.862351868732908,18.50587338044752,1.0974662698208428,0.9029641077158014,8279,0.0,0.0,0.0,0.0,67.0,Bedding,89.99,148,0,2.0
LDS-001,2023-05-25,Linen Duvet Set,10,899.9,1,89.99,3,25,21,5,2,2023,0,0,1,0,0,0,0,0,8.0,11.0,11.0,6.0,13.0,9.0,9.571428571428571,1.9023794624238337,9.642857142857142,2.7625835972633532,10.733333333333333,3.9210601428285057,25.45,24.801875954198653,20.144444444444446,21.704636853074632,16.862351868732908,18.50587338044752,1.0974662698208428,0.8917471727288986,8289,0.0,0.0,0.0,0.0,76.57142857142857,Bedding,89.99,148,0,2.0
LDS-001,2023-05-26,Linen Duvet Set,22,1979.78,1,89.99,4,26,21,5,2,2023,1,1,1,0,0,0,0,0,10.0,7.0,10.0,15.0,13.0,12.0,9.428571428571429,1.8126539343511419,9.928571428571429,2.5559669467673944,10.766666666666667,3.910051885477554,25.266666666666666,24.8758726389251,20.244444444444444,21.636065973542554,16.862351868732908,18.50587338044752,1.0974662698208428,0.8757178951757718,8311,0.0,0.0,0.0,16.862351868732908,94.28571428571429,Bedding,89.99,148,0,2.0
LDS-001,2023-05-27,Linen Duvet Set,17,1529.83,1,89.99,5,27,21,5,2,2023,1,0,1,0,0,0,0,0,22.0,8.0,8.0,12.0,9.0,15.0,11.142857142857142,5.113008619478494,10.428571428571429,3.9363060722593604,11.1,4.412755804834842,25.333333333333332,24.86142384257639,20.42222222222222,21.583377799905037,16.862351868732908,18.50587338044752,1.0974662698208428,1.003860099482536,8328,0.0,0.0,0.0,16.862351868732908,245.14285714285714,Bedding,89.99,148,0,2.0
LDS-001,2023-05-28,Linen Duvet Set,19,1709.81,1,89.99,6,28,21,5,2,2023,1,0,1,0,0,0,0,0,17.0,10.0,12.0,13.0,15.0,21.0,12.428571428571429,5.318431562567897,10.785714285714286,4.2998849971843915,11.166666666666666,4.488170914851582,25.466666666666665,24.79370249913915,20.566666666666666,21.515633197982176,16.862351868732908,18.50587338044752,1.0974662698208428,1.1130053998672327,8347,0.0,0.0,0.0,16.862351868732908,211.28571428571428,Bedding,89.99,148,0,2.0
LDS-001,2023-05-29,Linen Duvet Set,12,1079.88,1,89.99,0,29,22,5,2,2023,0,0,1,0,0,0,0,0,19.0,22.0,11.0,8.0,9.0,18.0,13.428571428571429,5.855400437691543,11.214285714285714,4.806703194955566,11.1,4.3497919094104445,25.633333333333333,24.71461974982684,20.711111111111112,21.460307988849554,16.862351868732908,18.50587338044752,1.0974662698208428,1.20978011988921,8359,0.0,0.0,0.0,0.0,255.14285714285714,Bedding,89.99,148,0,2.0
LDS-001,2023-05-30,Linen Duvet Set,7,629.93,1,89.99,1,30,22,5,2,2023,0,0,1,0,0,0,0,0,12.0,17.0,7.0,6.0,6.0,15.0,13.571428571428571,5.798193478925279,11.5,4.719028583218289,10.9,4.155179567886261,25.55,24.75262355552146,20.81111111111111,21.397728769763624,16.862351868732908,18.50587338044752,1.0974662698208428,1.2450840477603755,8366,0.0,0.0,0.0,0.0,162.85714285714286,Bedding,89.99,148,0,2.0
LDS-001,2023-05-31,Linen Duvet Set,10,899.9,1,89.99,2,31,22,5,2,2023,0,0,1,0,0,0,0,0,7.0,19.0,8.0,8.0,13.0,5.0,13.571428571428571,5.798193478925279,11.571428571428571,4.636216722124403,10.633333333333333,4.139659600642973,25.366666666666667,24.850036092233562,20.755555555555556,21.427332703034743,16.862351868732908,18.50587338044752,1.0974662698208428,1.2763086967092419,8376,0.0,0.0,0.0,0.0,95.0,Bedding,89.99,148,0,2.0
LDS-001,2023-06-01,Linen Duvet Set,11,989.89,1,89.99,3,1,22,6,2,2023,0,0,0,0,0,0,0,0,10.0,12.0,10.0,11.0,6.0,9.0,13.857142857142858,5.520524474739195,11.714285714285714,4.547671786894821,10.8,4.00344679081622,25.4,24.82767728407218,20.755555555555556,21.427332703034743,16.862351868732908,18.50587338044752,1.0974662698208428,1.2830675950432322,8387,0.0,0.0,0.0,0.0,138.57142857142858,Bedding,89.99,148,0,2.0
LDS-001,2023-06-02,Linen Duvet Set,15,1349.85,1,89.99,4,2,22,6,2,2023,1,1,0,0,0,0,0,0,11.0,7.0,22.0,10.0,15.0,5.0,14.0,5.416025603091007,11.714285714285714,4.547671786894821,10.866666666666667,3.9890655143982108,25.416666666666668,24.81749770001793,20.711111111111112,21.44354723110625,16.862351868732908,18.50587338044752,1.0974662698208428,1.288342372691068,8402,0.0,0.0,0.0,16.862351868732908,154.0,Bedding,89.99,148,0,2.0
LDS-001,2023-06-03,Linen Duvet Set,8,719.92,1,89.99,5,3,22,6,2,2023,1,0,0,0,0,0,0,0,15.0,10.0,17.0,8.0,12.0,13.0,13.0,4.203173404306647,12.071428571428571,4.598733700525842,11.2,3.8987177379236053,25.566666666666666,24.725178730938147,20.822222222222223,21.38705782002877,16.862351868732908,18.50587338044752,1.0974662698208428,1.1607132493631702,8410,0.0,0.0,0.0,16.862351868732908,195.0,Bedding,89.99,148,0,2.0
LDS-001,2023-06-04,Linen Duvet Set,10,899.9,1,89.99,6,4,22,6,2,2023,1,0,0,0,0,0,0,0,8.0,11.0,19.0,12.0,13.0,13.0,11.714285714285714,4.151878519188564,12.071428571428571,4.598733700525842,11.033333333333333,3.9258939973159066,25.516666666666666,24.7581465220852,20.755555555555556,21.41789187535785,16.862351868732908,18.50587338044752,1.0974662698208428,1.0617167761738326,8420,0.0,0.0,0.0,16.862351868732908,93.71428571428571,Bedding,89.99,148,0,2.0
LDS-001,2023-06-05,Linen Duvet Set,7,629.93,1,89.99,0,5,23,6,2,2023,0,0,0,0,0,0,0,0,10.0,15.0,12.0,11.0,8.0,9.0,10.428571428571429,2.636736799983125,11.928571428571429,4.632066920505836,10.933333333333334,3.912256014940347,25.55,24.73549909046181,20.766666666666666,21.411983413683693,16.862351868732908,18.50587338044752,1.0974662698208428,0.9538318802060329,8427,0.0,0.0,0.0,0.0,104.28571428571429,Bedding,89.99,148,0,2.0
LDS-001,2023-06-06,Linen Duvet Set,3,269.97,1,89.99,1,6,23,6,2,2023,0,0,0,0,0,0,0,0,7.0,8.0,7.0,7.0,6.0,15.0,9.714285714285714,2.8115408417389682,11.642857142857142,4.813556862687936,10.866666666666667,3.963047706808098,25.533333333333335,24.747858436138287,20.788888888888888,21.39646849178855,16.862351868732908,18.50587338044752,1.0974662698208428,0.8939518504387002,8430,0.0,0.0,0.0,0.0,68.0,Bedding,89.99,148,0,2.0
LDS-001,2023-06-07,Linen Duvet Set,7,629.93,1,89.99,2,7,23,6,2,2023,0,0,0,0,0,0,0,0,3.0,10.0,10.0,8.0,8.0,9.0,9.142857142857142,3.716116764786626,11.357142857142858,5.212516635017113,10.466666666666667,4.133407489138289,24.216666666666665,23.77514131677808,20.72222222222222,21.442909714605303,16.862351868732908,18.50587338044752,1.0974662698208428,0.8735205485017508,8437,0.0,0.0,0.0,0.0,27.428571428571427,Bedding,89.99,148,0,2.0
LDS-001,2023-06-08,Linen Duvet Set,9,809.91,1,89.99,3,8,23,6,2,2023,0,0,0,0,0,0,0,0,7.0,7.0,11.0,10.0,11.0,6.0,8.714285714285714,3.7733400639353567,11.285714285714286,5.268609091424625,10.4,4.173809968742293,23.266666666666666,23.292441973896693,20.733333333333334,21.43545314858992,16.862351868732908,18.50587338044752,1.0974662698208428,0.8379112822281626,8446,0.0,0.0,0.0,0.0,60.99999999999999,Bedding,89.99,148,0,2.0
LDS-001,2023-06-09,Linen Duvet Set,14,1259.86,1,89.99,4,9,23,6,2,2023,1,1,0,0,0,0,0,0,9.0,3.0,15.0,22.0,10.0,13.0,8.428571428571429,3.6449573777643485,11.214285714285714,5.2940978955316815,10.5,4.10004205192902,22.133333333333333,22.265323549599756,20.733333333333334,21.43545314858992,16.862351868732908,18.50587338044752,1.0974662698208428,0.8027203239398276,8460,0.0,0.0,0.0,16.862351868732908,75.85714285714286,Bedding,89.99,148,0,2.0
LDS-001,2023-06-10,Linen Duvet Set,10,899.9,1,89.99,5,10,23,6,2,2023,1,0,0,0,0,0,0,0,14.0,7.0,8.0,17.0,8.0,6.0,8.285714285714286,3.352326839390772,10.642857142857142,4.3959271859502245,10.533333333333333,4.125056600099339,21.45,21.865090976024554,20.7,21.443654937501957,16.862351868732908,18.50587338044752,1.0974662698208428,0.7866176980573392,8470,0.0,0.0,0.0,16.862351868732908,116.00000000000001,Bedding,89.99,148,0,2.0
LDS-001,2023-06-11,Linen Duvet Set,6,539.94,1,89.99,6,11,23,6,2,2023,1,0,0,0,0,0,0,0,10.0,9.0,10.0,19.0,12.0,15.0,8.571428571428571,3.4086724129860406,10.142857142857142,3.99725180317958,10.666666666666666,4.037183495298768,20.766666666666666,21.564539840466647,20.666666666666668,21.458085613638683,16.862351868732908,18.50587338044752,1.0974662698208428,0.8035706752239206,8476,0.0,0.0,0.0,16.862351868732908,85.71428571428571,Bedding,89.99,148,0,2.0
LDS-001,2023-06-12,Linen Duvet Set,7,629.93,1,89.99,0,12,24,6,2,2023,0,0,0,0,0,0,0,0,6.0,14.0,7.0,12.0,11.0,12.0,8.0,3.4641016151384054,9.214285714285714,3.2148351178816688,10.366666666666667,4.038464485704805,19.85,20.98653725040679,20.633333333333333,21.47873262220516,16.862351868732908,18.50587338044752,1.0974662698208428,0.7717034356558499,8483,0.0,0.0,0.0,0.0,48.0,Bedding,89.99,148,0,2.0
LDS-001,2023-06-13,Linen Duvet Set,8,719.92,1,89.99,1,13,24,6,2,2023,0,0,0,0,0,0,0,0,7.0,10.0,3.0,7.0,7.0,13.0,8.0,3.4641016151384054,8.857142857142858,3.158800718314211,10.2,4.07176992778665,19.266666666666666,20.84638461250366,20.566666666666666,21.511977327510508,16.862351868732908,18.50587338044752,1.0974662698208428,0.784312956555925,8491,0.0,0.0,0.0,0.0,56.0,Bedding,89.99,148,0,2.0
LDS-001,2023-06-14,Linen Duvet Set,4,359.96,1,89.99,2,14,24,6,2,2023,0,0,0,0,0,1,1,1,8.0,6.0,7.0,10.0,8.0,8.0,8.714285714285714,2.690370836539023,8.928571428571429,3.124697787584691,10.033333333333333,4.055505694334767,18.133333333333333,19.51571871175023,20.555555555555557,21.518276063478464,16.862351868732908,18.50587338044752,1.0974662698208428,0.8685325942484822,8495,16.862351868732908,0.0,16.862351868732908,0.0,69.71428571428571,Bedding,89.99,148,0,2.0
LDS-001,2023-06-15,Linen Duvet Set,42,3779.58,1,89.99,3,15,24,6,2,2023,0,0,0,0,0,1,1,1,4.0,7.0,9.0,11.0,10.0,6.0,8.285714285714286,3.1997023671116227,8.5,3.3684052378171834,9.9,4.1882429860676575,16.983333333333334,18.217603394692937,20.511111111111113,21.548609509322606,16.862351868732908,18.50587338044752,1.0974662698208428,0.8369399915469061,8537,16.862351868732908,0.0,16.862351868732908,0.0,33.142857142857146,Bedding,89.99,148,0,2.0
LDS-001,2023-06-16,Linen Duvet Set,67,6029.33,1,89.99,4,16,24,6,2,2023,1,1,0,0,0,1,1,1,42.0,8.0,14.0,15.0,22.0,8.0,13.0,13.17826493384735,10.714285714285714,9.587079216950716,11.1,7.145531519044285,16.366666666666667,16.640736891549764,20.81111111111111,21.658687669398383,16.862351868732908,18.50587338044752,1.0974662698208428,1.1711701160629586,8604,16.862351868732908,0.0,16.862351868732908,16.862351868732908,546.0,Bedding,89.99,148,0,2.0
LDS-001,2023-06-17,Linen Duvet Set,79,7109.21,1,89.99,5,17,24,6,2,2023,1,0,0,0,0,1,1,1,67.0,4.0,10.0,8.0,17.0,11.0,20.571428571428573,24.34376814749621,14.428571428571429,17.870105185495127,13.066666666666666,12.42892436695712,16.733333333333334,17.50241307011225,21.466666666666665,22.153803538804695,16.862351868732908,18.50587338044752,1.0974662698208428,1.5743428184694175,8683,16.862351868732908,0.0,16.862351868732908,16.862351868732908,1378.2857142857144,Bedding,89.99,148,0,2.0
LDS-001,2023-06-18,Linen Duvet Set,75,6749.25,1,89.99,6,18,24,6,2,2023,1,0,0,0,0,1,1,1,79.0,42.0,6.0,10.0,19.0,10.0,30.428571428571427,32.08767750428582,19.5,24.681821401434462,15.333333333333334,17.28928975492878,17.316666666666666,18.94997130418351,22.233333333333334,22.932754652571866,16.862351868732908,18.50587338044752,1.0974662698208428,1.984470755469383,8758,16.862351868732908,0.0,16.862351868732908,16.862351868732908,2403.8571428571427,Bedding,89.99,148,0,2.0
LDS-001,2023-06-19,Linen Duvet Set,45,4049.55,1,89.99,0,19,25,6,2,2023,0,0,0,0,0,1,1,1,75.0,67.0,7.0,7.0,12.0,8.0,40.285714285714285,33.880743231292364,24.142857142857142,28.565329019250285,17.5,20.392273722814906,17.75,19.95726366216962,22.91111111111111,23.579006299617543,16.862351868732908,18.50587338044752,1.0974662698208428,2.302039500875387,8803,16.862351868732908,0.0,16.862351868732908,0.0,3021.4285714285716,Bedding,89.99,148,0,2.0
LDS-001,2023-06-20,Linen Duvet Set,48,4319.52,1,89.99,1,20,25,6,2,2023,0,0,0,0,0,1,1,1,45.0,79.0,8.0,3.0,7.0,12.0,45.714285714285715,30.538032493456907,26.857142857142858,28.616448048300814,18.733333333333334,20.910207593641815,17.8,20.022698983310693,23.266666666666666,23.668971771479672,16.862351868732908,18.50587338044752,1.0974662698208428,2.440263059341021,8851,16.862351868732908,0.0,16.862351868732908,0.0,2057.1428571428573,Bedding,89.99,148,0,2.0
LDS-001,2023-06-21,Linen Duvet Set,54,4859.46,1,89.99,2,21,25,6,2,2023,0,0,0,0,0,1,1,1,48.0,75.0,4.0,7.0,10.0,11.0,51.42857142857143,25.65707922359276,30.071428571428573,28.25560335365574,19.933333333333334,21.534148235532456,17.3,18.833165840963126,23.744444444444444,23.730017548117367,16.862351868732908,18.50587338044752,1.0974662698208428,2.5800273726570753,8905,16.862351868732908,0.0,16.862351868732908,0.0,2468.5714285714284,Bedding,89.99,148,0,2.0
LDS-001,2023-06-22,Linen Duvet Set,52,4679.48,1,89.99,3,22,25,6,2,2023,0,0,0,0,0,1,1,1,54.0,45.0,42.0,9.0,11.0,7.0,58.57142857142857,14.998412614419612,33.42857142857143,28.095207052817035,21.366666666666667,22.33519463851234,17.1,18.36512907936383,24.288888888888888,23.856897546607225,16.862351868732908,18.50587338044752,1.0974662698208428,2.7412512242862555,8957,16.862351868732908,0.0,16.862351868732908,0.0,3162.8571428571427,Bedding,89.99,148,0,2.0
LDS-001,2023-06-23,Linen Duvet Set,94,8459.06,1,89.99,4,23,25,6,2,2023,1,1,0,0,0,1,1,1,52.0,48.0,67.0,14.0,15.0,8.0,60.0,13.564659966250545,36.5,27.564609416926135,22.866666666666667,22.842388505663735,16.733333333333334,17.404330911105916,24.677777777777777,24.021445370811307,16.862351868732908,18.50587338044752,1.0974662698208428,2.623905558058794,9051,16.862351868732908,0.0,16.862351868732908,16.862351868732908,3120.0,Bedding,89.99,148,0,2.0
LDS-001,2023-06-24,Linen Duvet Set,70,6299.3,1,89.99,5,24,25,6,2,2023,1,0,0,0,0,1,1,1,94.0,54.0,79.0,10.0,8.0,10.0,63.857142857142854,18.73880618243481,42.214285714285715,30.659867457761024,25.733333333333334,26.079366045464642,18.233333333333334,19.976568194666424,25.544444444444444,25.088231320909934,16.862351868732908,18.50587338044752,1.0974662698208428,2.4814942244378475,9121,16.862351868732908,0.0,16.862351868732908,16.862351868732908,6002.571428571428,Bedding,89.99,148,0,2.0
LDS-001,2023-06-25,Linen Duvet Set,100,8999.0,1,89.99,6,25,25,6,2,2023,1,0,1,0,0,1,1,1,70.0,52.0,75.0,6.0,10.0,22.0,62.57142857142857,17.812515664153516,46.5,29.99679470056248,27.733333333333334,27.11143458132513,19.25,21.02349371859,26.08888888888889,25.51652667552976,16.862351868732908,18.50587338044752,1.0974662698208428,2.256180505154694,9221,16.862351868732908,0.0,16.862351868732908,16.862351868732908,4380.0,Bedding,89.99,148,0,2.0
LDS-001,2023-06-26,Linen Duvet Set,75,6749.25,1,89.99,0,26,26,6,2,2023,0,0,1,0,0,1,1,1,100.0,94.0,45.0,7.0,7.0,17.0,66.14285714285714,22.58634227011662,53.214285714285715,30.745052313473835,30.333333333333332,30.116249861945416,20.716666666666665,23.43985571965391,27.0,26.662686968955228,16.862351868732908,18.50587338044752,1.0974662698208428,2.1805330331052795,9296,16.862351868732908,0.0,16.862351868732908,0.0,6614.285714285714,Bedding,89.99,148,0,2.0
LDS-001,2023-06-27,Linen Duvet Set,77,6929.23,1,89.99,1,27,26,6,2,2023,0,0,1,0,0,1,1,1,75.0,70.0,48.0,8.0,3.0,19.0,70.42857142857143,20.670890505387366,58.07142857142857,28.143763582211772,32.266666666666666,31.077137991570705,21.716666666666665,24.449943098382136,27.733333333333334,27.06662607697923,16.862351868732908,18.50587338044752,1.0974662698208428,2.1827029835188507,9373,16.862351868732908,0.0,16.862351868732908,0.0,5282.142857142857,Bedding,89.99,148,0,2.0
LDS-001,2023-06-28,Linen Duvet Set,72,6479.28,1,89.99,2,28,26,6,2,2023,0,0,1,0,0,1,1,1,77.0,100.0,54.0,4.0,7.0,12.0,74.57142857142857,18.18293286626353,63.0,24.507455694449103,34.2,32.013359280365975,22.65,25.469706166412475,28.488888888888887,27.483700765004798,16.862351868732908,18.50587338044752,1.0974662698208428,2.1804504902609256,9445,16.862351868732908,0.0,16.862351868732908,0.0,5742.0,Bedding,89.99,148,0,2.0
LDS-001,2023-06-29,Linen Duvet Set,63,5669.37,1,89.99,3,29,26,6,2,2023,0,0,1,0,0,1,1,1,72.0,75.0,52.0,42.0,9.0,7.0,77.14285714285714,15.920935603041334,67.85714285714286,17.710740517277387,36.2,32.44985521459652,23.55,26.244886507596295,29.1,27.834603797060357,16.862351868732908,18.50587338044752,1.0974662698208428,2.131017564438715,9508,16.862351868732908,0.0,16.862351868732908,0.0,5554.285714285714,Bedding,89.99,148,0,2.0
LDS-001,2023-06-30,Linen Duvet Set,156,14038.44,1,89.99,4,30,26,6,2,2023,1,1,1,0,0,1,1,1,63.0,77.0,94.0,67.0,14.0,10.0,78.71428571428571,13.363062095621164,69.35714285714286,16.17503842752373,38.06666666666667,32.32265494956296,24.35,26.7073436228658,29.6,28.036412920311385,16.862351868732908,18.50587338044752,1.0974662698208428,2.0678003074329934,9664,16.862351868732908,0.0,16.862351868732908,16.862351868732908,4959.0,Bedding,89.99,148,0,2.0
LDS-001,2023-07-01,Linen Duvet Set,67,6029.33,1,89.99,5,1,26,7,3,2023,1,0,0,0,0,1,1,1,156.0,72.0,70.0,79.0,10.0,11.0,87.57142857142857,32.30509321483294,75.71428571428571,28.198277556312878,42.93333333333333,38.37557892034029,26.866666666666667,31.53177932411415,31.244444444444444,30.94478994869395,16.862351868732908,18.50587338044752,1.0974662698208428,2.039706712135748,9731,16.862351868732908,0.0,16.862351868732908,16.862351868732908,13661.142857142857,Bedding,89.99,148,0,2.0
LDS-001,2023-07-02,Linen Duvet Set,16,1439.84,1,89.99,6,2,26,7,3,2023,1,0,0,0,0,0,0,0,67.0,63.0,100.0,75.0,6.0,15.0,87.14285714285714,32.59564680254387,74.85714285714286,28.27300191636252,44.8,38.12990499820863,27.833333333333332,31.86207919134406,31.877777777777776,31.08806909330432,16.862351868732908,18.50587338044752,1.0974662698208428,1.9451526270386355,9747,0.0,0.0,0.0,16.862351868732908,5838.571428571428,Bedding,89.99,148,0,2.0
LDS-001,2023-07-03,Linen Duvet Set,7,629.93,1,89.99,0,3,27,7,3,2023,0,0,0,0,0,0,0,0,16.0,156.0,75.0,45.0,7.0,8.0,75.14285714285714,41.35790360349747,70.64285714285714,32.352879179584505,44.833333333333336,38.10338326306413,28.016666666666666,31.759953286621208,31.988888888888887,31.012318844289542,16.862351868732908,18.50587338044752,1.0974662698208428,1.676048484365181,9754,0.0,0.0,0.0,0.0,1202.2857142857142,Bedding,89.99,148,0,2.0
LDS-001,2023-07-04,Linen Duvet Set,10,899.9,1,89.99,1,4,27,7,3,2023,0,0,0,0,0,0,0,0,7.0,67.0,77.0,48.0,8.0,10.0,65.42857142857143,48.72664275615256,67.92857142857143,36.05223621724091,44.8,38.137139107572644,27.916666666666668,31.817430286817583,31.944444444444443,31.045584864446212,16.862351868732908,18.50587338044752,1.0974662698208428,1.4604588576781887,9764,0.0,0.0,0.0,0.0,458.0,Bedding,89.99,148,0,2.0
LDS-001,2023-07-05,Linen Duvet Set,13,1169.87,1,89.99,2,5,27,7,3,2023,0,0,0,0,0,0,0,0,10.0,16.0,72.0,54.0,4.0,7.0,55.857142857142854,52.50850271282603,65.21428571428571,38.97963683658545,44.8,38.137139107572644,27.866666666666667,31.843615046175884,31.966666666666665,31.02896435934471,16.862351868732908,18.50587338044752,1.0974662698208428,1.246810946183781,9777,0.0,0.0,0.0,0.0,558.5714285714286,Bedding,89.99,148,0,2.0
LDS-001,2023-07-06,Linen Duvet Set,6,539.94,1,89.99,3,6,27,7,3,2023,0,0,0,0,0,0,0,0,13.0,7.0,63.0,52.0,42.0,3.0,47.42857142857143,54.19365627960881,62.285714285714285,41.35480359305049,45.0,37.947331922020574,27.933333333333334,31.80761377068878,32.022222222222226,30.990022960561532,16.862351868732908,18.50587338044752,1.0974662698208428,1.0539680197531385,9783,0.0,0.0,0.0,0.0,616.5714285714286,Bedding,89.99,148,0,2.0
